,story_id,premises,premises-FOL,conclusion,conclusion-FOL,label,example_id,premises-MINIFOL2,conclusion-MINIFOL2
471,11,"Walter Folger Brown was an American politician and lawyer who served as the postmaster general.
Walter Folger Brown graduated from Harvard University with a Bachelor of Arts.
While they were both in Toledo, Walter Folger Brown's father practiced law with Walter Folger Brown.
Katherin Hafer married Walter Folger Brown.","AmericanPolitician(walterBrown) ∧ Lawyer(walterBrown) ∧ ServedAs(walterBrown, postMasterGeneral)
Graduated(walterBrown, harvard) ∧ GraduatedWith(walterBrown, bachelorsOfArt)
∃t(In(walterBrown, toledo, t) ∧ In(walterBrownFather, toledo, t) ∧ PracticedLawTogether(walterBrown, walterBrownFather, t))
Married(katherinHafer, walterBrown)",Walter Folger Brown was not in Toledo.,"∃t(¬In(walterBrownFather, toledo, t))",False,31,"americanpolitician(walterbrown) & lawyer(walterbrown) & servedas(walterbrown, postmastergeneral)
graduated(walterbrown, harvard) & graduatedwith(walterbrown, bachelorsofart)
t(in(walterbrown, toledo, t) & in(walterbrownfather, toledo, t) & practicedlawtogether(walterbrown, walterbrownfather, t))
married(katherinhafer, walterbrown)","t(~in(walterbrownfather, toledo, t))"
472,78,"Ableton has an office in Germany.
Ableton has an office in the USA.
USA and Germany are different countries.
Any company that has offices in different countries is a multinational company.
Ableton makes music software.","OfficeIn(ableton, germany)
OfficeIn(ableton, unitedStates)
¬SameCountry(germany, unitedStates)
∀x ∀y ∀z (OfficeIn(x, y) ∧ OfficeIn(x, z) ∧ (¬SameCountry(y, z)) → MultinationalCompany(x))
MakesMusicSoftware(ableton)",Ableton is a multinational company.,MultinationalCompany(ableton),True,237,"officein(ableton, germany)
officein(ableton, unitedstates)
~samecountry(germany, unitedstates)
all:x all:y all:z (officein(x, y) & officein(x, z) & (~samecountry(y, z)) :- multinationalcompany(x))
makesmusicsoftware(ableton)",multinationalcompany(ableton)
473,223,"David Ha'ivri is a political strategist. 
If you are born in Israel to at least one Israeli parent, you receive Israeli citizenship at birth. 
David Ha'ivri emigrated to the United States from Israel, where he was born to Israeli parents. 
Several Zionist leaders have been elected to the Shomron Regional Municipal council. 
David Ha'ivri is a Zionist leader.","PoliticalStrategist(davidHaivri)
∀x ∃y (BornInIsrael(x) ∧ ParentOf(y, x) ∧ Israeli(y) → Israeli(x))
∃x (EmigratedTo(davidHaivri, america) ∧ BornInIsrael(davidHaivri) ∧ ParentOf(davidHaivri, x) ∧ Israeli(x))
∃x (ZionistLeader(x) ∧ ElectedTo(x, shomronMunicipalCouncil))
ZionstLeader(davidHaivri)",David Ha'ivri is an Israeli citizen.,IsraeliCitizen(davidHaivri),True,629,"politicalstrategist(davidhaivri)
all:x y (borninisrael(x) & parentof(y, x) & israeli(y) :- israeli(x))
x (emigratedto(davidhaivri, america) & borninisrael(davidhaivri) & parentof(davidhaivri, x) & israeli(x))
x (zionistleader(x) & electedto(x, shomronmunicipalcouncil))
zionstleader(davidhaivri)",israelicitizen(davidhaivri)
474,440,"All tigers are cats.
No cats are dogs.
All Bengal tigers are tigers.
All huskies are dogs.
Fido is either a Bengal tiger or a cat.","∀x (Tiger(x) → Cat(x))
∀x (Cat(x) → ¬Dog(x))
∀x (BengalTiger(x) → Tiger(x))
∀x (Husky(x) → Dog(x))
BengalTiger(fido) ⊕ Cat(fido)",Fido is a Bengal tiger.,BengalTiger(fido),Uncertain,1266,"all:x (tiger(x) :- cat(x))
all:x (cat(x) :- ~dog(x))
all:x (bengaltiger(x) :- tiger(x))
all:x (husky(x) :- dog(x))
bengaltiger(fido) ^ cat(fido)",bengaltiger(fido)
475,347,"All mammals are living beings.
All elephants are mammals.
All baby elephants are elephants.
Some baby elephants are sleepy.
If Jumbo is a living being, then Jumbo is not both an elephant and a mammal.
If Jumbo is sleepy, then Jumbo is either a baby elephant or a mammal.","∀x (Mammal(x) → LivingBeing(x)) 
∀x (Elephant(x) → Mammal(x))
∀x (BabyElephant(x) → Elephant(x))
∃x (BabyElephant(x) ∧ Sleepy(x))
LivingBeing(jumbo) → ¬(Elephant(jumbo) ∧ Mammal(jumbo))
Sleepy(jumbo) → BabyElephant(jumbo) ⊕ Mammal(jumbo)",Jumbo is not sleepy.,¬Sleepy(jumbo),True,917,"all:x (mammal(x) :- livingbeing(x)) 
all:x (elephant(x) :- mammal(x))
all:x (babyelephant(x) :- elephant(x))
x (babyelephant(x) & sleepy(x))
livingbeing(jumbo) :- ~(elephant(jumbo) & mammal(jumbo))
sleepy(jumbo) :- babyelephant(jumbo) ^ mammal(jumbo)",~sleepy(jumbo)
476,104,"Ordinary is an unincorporated community.
Located within Elliot County, Ordinary is on Kentucky Route 32.
Ordinary is located northwest of Sandy Hook.","UnincorporatedCommunity(ordinary)
LocatedIn(ordinary, elliotCounty) ∧ On(ordinary, kentuckyRoute32)
LocatedNorthwestOf(ordinary, sandyHook)",There are no unincorporated communities along Kentucky Route 32.,"∀x (On(x, kentuckyRoute32) → ¬UnincorporatedCommunity(x))",False,316,"unincorporatedcommunity(ordinary)
locatedin(ordinary, elliotcounty) & on(ordinary, kentuckyroute32)
locatednorthwestof(ordinary, sandyhook)","all:x (on(x, kentuckyroute32) :- ~unincorporatedcommunity(x))"
477,158,"Mr. and Mrs. Smith make a travel plan: they want to go to a city in California or Florida where neither of them has ever been.
The cities in California that they are interested in are San Francisco, Los Angeles, and San Diego.
Cities in Florida that they are interested in are Orlando and Miami.
Mr. Smith has been to two cities in California.
Mrs. Smith has been to one city in Florida.","∀x (WantToGoTo(mr.AndMrs.Smith, x) ∧ City(x) → (California(x) ∨ Florida(x)) ∧ NeverGo(x))
City(sanFrancisco) ∧ California(sanFrancisco) ∧ WantToGoTo(mr.AndMrs.Smith, sanFrancisco) ∧ City(losAngeles) ∧ California(losAngeles) ∧ WantToGoTo(mr.AndMrs.Smith, losAngeles) ∧ City(sanDiego) ∧ California(sanDiego) ∧ WantToGoTo(mr.AndMrs.Smith, sanDiego)
City(orlando) ∧ Florida(orlando) ∧ WantToGo(mr.AndMrs.Smith, orlando) ∧ City(miami) ∧ Florida(miami) ∧ WantToGo(mr.AndMrs.Smith, miami)
∃x ∃y ∀z (¬(x=z) ∧ ¬(y=z) ∧ ¬(x=y) ∧ City(x) ∧ City(y) ∧ City(z) ∧ California(x) ∧ California(y) ∧ California(z) → Visit(mr.smith, x) ∧ Visit(mr.smith, y) ∧ ¬Visit(mr.smith, z))
∃x ∀y (¬(x=y) ∧ City(x) ∧ City(y) ∧ Florida(x) ∧ Florida(y) → Visit(mrs.smith, x) ∧ ¬Visit(mrs.smith, y))",They have at leat one candidate city in Florida to visit.,∃x (WantToGoTo(x) ∧ City(x) ∧ Florida(x)),Uncertain,454,"all:x (wanttogoto(mr.andmrs.smith, x) & city(x) :- (california(x) | florida(x)) & nevergo(x))
city(sanfrancisco) & california(sanfrancisco) & wanttogoto(mr.andmrs.smith, sanfrancisco) & city(losangeles) & california(losangeles) & wanttogoto(mr.andmrs.smith, losangeles) & city(sandiego) & california(sandiego) & wanttogoto(mr.andmrs.smith, sandiego)
city(orlando) & florida(orlando) & wanttogo(mr.andmrs.smith, orlando) & city(miami) & florida(miami) & wanttogo(mr.andmrs.smith, miami)
x y all:z (~(x=z) & ~(y=z) & ~(x=y) & city(x) & city(y) & city(z) & california(x) & california(y) & california(z) :- visit(mr.smith, x) & visit(mr.smith, y) & ~visit(mr.smith, z))
x all:y (~(x=y) & city(x) & city(y) & florida(x) & florida(y) :- visit(mrs.smith, x) & ~visit(mrs.smith, y))",x (wanttogoto(x) & city(x) & florida(x))
478,486,"Everything in Size Town is big or small.
All big things in Size Town are heavy.
All small things in Size Town are light.
All heavy things in Size Town are still.
All light things in Size Town are unstable.
All unstable things in Size Town are changing.
All unstable things in Size Town are unpredictable.
The bird is in Size Town and it is not both heavy and still.","∀x (In(x, sizeTown) → (Big(x) ∨ Small(x)))
∀x (Big(x) ∧ In(x, sizeTown) → Heavy(x))
∀x (Small(x) ∧ In(x, sizeTown) → Light(x))
∀x (Heavy(x) ∧ In(x, sizeTown) → Still(x))
∀x (Light(x) ∧ In(x, sizeTown) → Unstable(x))
∀x (Unstable(x) ∧ In(x, sizeTown) → Changing(x))
∀x (Unstable(x) ∧ In(x, sizeTown) → Unpredictable(x))
In(bird, sizeTown) ∧ ¬(Heavy(bird) ∧ Still(bird))",The bird is not still.,¬Still(bird),Uncertain,1425,"all:x (in(x, sizetown) :- (big(x) | small(x)))
all:x (big(x) & in(x, sizetown) :- heavy(x))
all:x (small(x) & in(x, sizetown) :- light(x))
all:x (heavy(x) & in(x, sizetown) :- still(x))
all:x (light(x) & in(x, sizetown) :- unstable(x))
all:x (unstable(x) & in(x, sizetown) :- changing(x))
all:x (unstable(x) & in(x, sizetown) :- unpredictable(x))
in(bird, sizetown) & ~(heavy(bird) & still(bird))",~still(bird)
479,82,"Lawton Park is a neighborhood in Seattle. 
All citizens of Lawton Park use the zip code 98199. 
Tom is a citizen of Lawton Park.
Daniel uses the zip code 98199. ","NeighbourhoodIn(lawtonPark, seattle)
∀x (Residentof(x, lawtonPark) → UseZipCode(x, num98199))
ResidentOf(tom, lawtonPark)
UseZipCode(daniel, num98199)",Tom doesn't use the zip code 98199.,"¬UseZipCode(tom, num98199)",False,250,"neighbourhoodin(lawtonpark, seattle)
all:x (residentof(x, lawtonpark) :- usezipcode(x, num98199))
residentof(tom, lawtonpark)
usezipcode(daniel, num98199)","~usezipcode(tom, num98199)"
480,160,"Common utilities include water, electricity, gas, heating, sewer, trash, and recycling.
Many apartment rents cover the cost of water and electricity.
Susan lives in an apartment where the rent covers all utilities.
The rent of the apartment where Ava lives does not cover any utility expenses.
Noah lives in an apartment where the rent does not cover heating.","CommonUtilities(water) ∧ CommonUtilities(electricity) ∧ CommonUtilities(gas) ∧ CommonUtilities(heating)
∃x (Apartment(x) ∧ Cover(x, water) ∧ Cover(x, electricity))
∀x (Apartment(x) ∧ LiveIn(susan, x) ∧ Cover(x, water) ∧ Cover(x, electricity) ∧ Cover(x, gas) ∧ Cover(x, heating))
∀x (Apartment(x) ∧ LiveIn(ava, x) ∧ ¬Cover(x, water) ∧ ¬Cover(x, electricity) ∧ ¬Cover(x, gas) ∧ ¬Cover(x, heating))
∀x (Apartment(x) ∧ LiveIn(noah, x) ∧ ¬Cover(x, heating))",Susan does not need to pay the water bill.,"∀x (Apartment(x) ∧ LiveIn(susan, x) ∧ Cover(x, water))",True,460,"commonutilities(water) & commonutilities(electricity) & commonutilities(gas) & commonutilities(heating)
x (apartment(x) & cover(x, water) & cover(x, electricity))
all:x (apartment(x) & livein(susan, x) & cover(x, water) & cover(x, electricity) & cover(x, gas) & cover(x, heating))
all:x (apartment(x) & livein(ava, x) & ~cover(x, water) & ~cover(x, electricity) & ~cover(x, gas) & ~cover(x, heating))
all:x (apartment(x) & livein(noah, x) & ~cover(x, heating))","all:x (apartment(x) & livein(susan, x) & cover(x, water))"
481,34,"Rafa Nadal was born in Mallorca.
Rafa Nadal is a professional tennis player.
Nadal's win ratio is high.
All players in the Big 3 are professionals who have a high win ratio.","BornIn(rafaNadal, mallorca)
ProfessionalTennisPlayer(rafaNadal)
HighWinRatio(rafaNadal)
∀x ((ProfessionalTennisPlayer(x) ∧ HighWinRatio(x)) → InBig3(x))",Nadal was not born in Mallorca.,"¬BornIn(rafaNadal, mallorca)",False,98,"bornin(rafanadal, mallorca)
professionaltennisplayer(rafanadal)
highwinratio(rafanadal)
all:x ((professionaltennisplayer(x) & highwinratio(x)) :- inbig3(x))","~bornin(rafanadal, mallorca)"
482,455,"All philosophers reason. 
Some sophists reason. 
All who can reason can distinguish truth from falsehood.
Nobody who can distinguish truth from falsehood is morally perfect.  
The theistic God is morally perfect.","∀x (Philosopher(x) → Reason(x))
∃x (Sophist(x) ∧ Reason(x))
∀x (Reason(x) → CanDistinguishFrom(x, truth, falsehood))
∀x (CanDistinguishFrom(x, truth, falsehood) → ¬MorallyPerfect(x))
MorallyPerfect(theisticGod)",The theistic God is a sophist.,Sophist(theisticGod),Uncertain,1310,"all:x (philosopher(x) :- reason(x))
x (sophist(x) & reason(x))
all:x (reason(x) :- candistinguishfrom(x, truth, falsehood))
all:x (candistinguishfrom(x, truth, falsehood) :- ~morallyperfect(x))
morallyperfect(theisticgod)",sophist(theisticgod)
483,451,"People on the payroll are being paid by the school.
If someone has a job at a school, then they are on the payroll.
All faculty members have a job at a school.
If someone teaches students, they are a faculty member or a teacher.
Every teacher has students.
If Nancy is a teacher, then they are on the payroll.
If Nancy is not a teacher, then they are not paid by the school.
Nancy teaches students.","∀x (OnPayroll(x) → PaidBy(x, school))
∀x (HaveJobAt(x, school) → OnPayroll(x))
∀x (FacultyMember(x) → HaveJobAt(x, school))
∀x (Teach(x, student) → FacultyMember(x) ∨ Teacher(x))
∀x (Teacher(x) → Have(x, student))
Teacher(nancy) → OnPayroll(nancy)
¬Teacher(nancy) → ¬OnPayroll(nancy)
Teach(nancy, student)",Nancy is paid by the school and has students.,"PaidBy(nancy, school) ∧ Have(nancy, student)",True,1299,"all:x (onpayroll(x) :- paidby(x, school))
all:x (havejobat(x, school) :- onpayroll(x))
all:x (facultymember(x) :- havejobat(x, school))
all:x (teach(x, student) :- facultymember(x) | teacher(x))
all:x (teacher(x) :- have(x, student))
teacher(nancy) :- onpayroll(nancy)
~teacher(nancy) :- ~onpayroll(nancy)
teach(nancy, student)","paidby(nancy, school) & have(nancy, student)"
484,323,"No disposable products can help slow down global warming. 
All eco-friendly brands can help slow down global warming. 
All sustainable fashion brands are eco-friendly brands.
All fast fashion products are disposable products.
If Reformation is not helping slow down global warming, then Reformation is an eco-friendly brand or a sustainable fashion brand.","∀x (Disposable(x) ∧ Product(x) → ¬HelpSlowDown(x, globalWarming))
∀x (EcoFriendly(x) ∧ Brand(x) → Help(x, slowDownGlobalWarming))
∀x (Sustainable(x) ∧ FashionBrand(x) → EcoFriendly(x) ∧ Brand(x))
∀x (FastFashion(x) ∧ Product(x) → Disposable(x) ∧ Product(x)) 
¬HelpSlowDown(reformation, globalWarming) → (EcoFriendly(reformation) ∧ Brand(reformation)) ∨ (Sustainable(reformation) ∧ FashionBrand(reformation))",Reformation produces fast fashion products.,FastFashion(reformation) ∧ Product(reformation),False,823,"all:x (disposable(x) & product(x) :- ~helpslowdown(x, globalwarming))
all:x (ecofriendly(x) & brand(x) :- help(x, slowdownglobalwarming))
all:x (sustainable(x) & fashionbrand(x) :- ecofriendly(x) & brand(x))
all:x (fastfashion(x) & product(x) :- disposable(x) & product(x)) 
~helpslowdown(reformation, globalwarming) :- (ecofriendly(reformation) & brand(reformation)) | (sustainable(reformation) & fashionbrand(reformation))",fastfashion(reformation) & product(reformation)
485,25,"Philatelic literature is divided into the following categories: Stamp catalogs, Periodicals, Auction catalogs, Books, Bibliographies, and Background Material.
Mort is not a Stamp catalog.
Mort is not a periodical, auction catalog, bibliography, or background material.
Mort is a piece of Philatelic literature.","∀x (PhilatelicLit(x) → (Stamp(x) ∨ Periodical(x) ∨ Auction(x) ∨ Book(x) ∨ Bibliography(x) ∨ Background(x)))
¬Stamp(mort)
¬(Periodical(mort) ∨ Auction(mort) ∨ Bibliography(mort) ∨ Background(mort))
PhilatelicLit(mort)",Eragon is a piece of Philatelic literature.,PhilatelicLit(eragon),Uncertain,73,"all:x (philateliclit(x) :- (stamp(x) | periodical(x) | auction(x) | book(x) | bibliography(x) | background(x)))
~stamp(mort)
~(periodical(mort) | auction(mort) | bibliography(mort) | background(mort))
philateliclit(mort)",philateliclit(eragon)
486,165,"Belgium, France, and Germany are European countries.
Paris is the capital of France.
The Eiffel Tower is one of the main tourist attractions located in Paris.
Some people who live in Belgium speak French.
If John goes to Europe, he will see some tourist attractions.
John speaks French.","EuropeanCountry(belgium) ∧ EuropeanCountry(france) ∧ EuropeanCountry(germany)
CapitalOf(paris, france)
TouristAttraction(eiffelTower) ∧ LocatedIn(eiffelTower, paris)
∃x (LiveIn(x, belgium) → Speak(x, french))
∃x (GoTo(john, europe) → (See(john, x) ∧ TouristAttraction(x)))
Speak(john, french)",The Eiffel Tower is located in the capital of France.,"∃x (CapitalOf(x, france) ∧ LocatedIn(eiffelTower, x))",True,474,"europeancountry(belgium) & europeancountry(france) & europeancountry(germany)
capitalof(paris, france)
touristattraction(eiffeltower) & locatedin(eiffeltower, paris)
x (livein(x, belgium) :- speak(x, french))
x (goto(john, europe) :- (see(john, x) & touristattraction(x)))
speak(john, french)","x (capitalof(x, france) & locatedin(eiffeltower, x))"
487,329,"All young working professionals who have regular 9-5 jobs have stable jobs.
Some people living in Manhattan are young professionals with regular 9-5 jobs.
All people who have stable jobs are people who work regularly.
People who work regularly do not frequently disobey their bosses.
Mary either frequently disobeys her bosses and works regularly, or that she neither frequently disobeys her bosses nor works regularly.","∀x (YoungWorkingProfessional(x) ∧ Have(x, regular9To5Job) → Have(x, stableJob))
∃x (LiveIn(x, manhattan) ∧ YoungWorkingProfessional(x) ∧ Have(x, regular9To5Job))
∀x (Have(x, stableJob) → WorkRegularly(x))
∀x (WorkRegularly(x) → ¬DisobeyFrequently(x, boss))
¬(DisobeyFrequently(mary, boss) ⊕ WorkRegularly(mary))",Mary lives in Manhattan.,"LiveIn(mary, manhattan)",Uncertain,843,"all:x (youngworkingprofessional(x) & have(x, regular9to5job) :- have(x, stablejob))
x (livein(x, manhattan) & youngworkingprofessional(x) & have(x, regular9to5job))
all:x (have(x, stablejob) :- workregularly(x))
all:x (workregularly(x) :- ~disobeyfrequently(x, boss))
~(disobeyfrequently(mary, boss) ^ workregularly(mary))","livein(mary, manhattan)"
488,309,"Tipped employees are not entitled to be paid the federal minimum wage by their employees. 
If a person is a white-collar worker, they are entitled to be paid the federal minimum wage by their employees. 
All lawyers are white-collar workers.
Every advocate is a lawyer.
Mary is not a lawyer or a tipped employee.","∀x (TippedEmployee(x) → ¬EntitledTo(x, federalMinimumWage))
∀x (WhiteCollarWorker(x) → EntitledTo(x, federalMinimumWage))
∀x (Lawyer(x) → WhiteCollarWorker(x))
∀x (Advocate(x) → Lawyer(x))
¬(Lawyer(mary) ⊕ TippedEmployee(mary))","If Mary is not both an advocate and is entitled to be paid the federal minimum wage by their employees, she is not a tipped employee.","(¬(Advocate(mary) ∧ EntitledTo(mary, federalMinimumWage))) → ¬TippedEmployee(mary)",True,768,"all:x (tippedemployee(x) :- ~entitledto(x, federalminimumwage))
all:x (whitecollarworker(x) :- entitledto(x, federalminimumwage))
all:x (lawyer(x) :- whitecollarworker(x))
all:x (advocate(x) :- lawyer(x))
~(lawyer(mary) ^ tippedemployee(mary))","(~(advocate(mary) & entitledto(mary, federalminimumwage))) :- ~tippedemployee(mary)"
489,289,"All iPhones are electronic.
Some phones are iPhones.","∀x (IPhone(x) → Electronic(x))
∃x ∃y (Phone(x) ∧ Phone(y) ∧ IPhone(x) ∧ IPhone(y) ∧ ¬(x=y))",No phones are electronic.,∀x (Phone(x) → ¬Electronic(x)),False,733,"all:x (iphone(x) :- electronic(x))
x y (phone(x) & phone(y) & iphone(x) & iphone(y) & ~(x=y))",all:x (phone(x) :- ~electronic(x))
490,163,"There are eight federal districts of Russia: Central, Northwestern, Southern, North Caucasian, Volga, Ural, Siberian, and Far Eastern.
The Central federal district has the largest population among all federal districts in Russia.
Moscow is the administrative center of the Central federal district.
Yekaterinburg is the administrative center of the Ural federal district.
Vladivostok is the administrative center of the Far Eastern federal district.
The Far Eastern federal district has the largest area among all federal districts in Russia.
Some federal districts in Russia were established in 2000.","FederalDistrictOf(central, russia) ∧ FederalDistrictOf(northwestern, russia) ∧ FederalDistrictOf(southern, russia) ∧ FederalDistrictOf(northcaucasian, russia) ∧ FederalDistrictOf(volga, russia) ∧ FederalDistrictOf(ural, russia) ∧ FederalDistrictOf(siberian, russia) ∧ FederalDistrictOf(fareastern, russia)
LargestPopulation(central) 
AdministrativeCenterOf(moscow, central)
AdministrativeCenterOf(yekaterinburg, ural)
AdministrativeCenterOf(vladivostok, farEastern)
LargestArea(farEastern)
∃x (FederalDistrictOf(x, russia) ∧ EstablishedIn(x, 2000))",Moscow is the administrative center of the federal district with the largest population.,"∃x (AdministrativeCenterOf(moscow, x) ∧ LargestPopulationIn(x))",True,468,"federaldistrictof(central, russia) & federaldistrictof(northwestern, russia) & federaldistrictof(southern, russia) & federaldistrictof(northcaucasian, russia) & federaldistrictof(volga, russia) & federaldistrictof(ural, russia) & federaldistrictof(siberian, russia) & federaldistrictof(fareastern, russia)
largestpopulation(central) 
administrativecenterof(moscow, central)
administrativecenterof(yekaterinburg, ural)
administrativecenterof(vladivostok, fareastern)
largestarea(fareastern)
x (federaldistrictof(x, russia) & establishedin(x, 2000))","x (administrativecenterof(moscow, x) & largestpopulationin(x))"
491,110,"St Johnstone is a Scottish team.
St Johnstone is part of the Scottish Premiership league.
If a team is part of the league, it has joined the league.
St Johnstone and Minsk are different teams.
For two teams, either one team wins, or the other team wins.
Minsk won against St Johnstone.","Scottish(stJohnstone) ∧ Team(stJohnstone)
PartOf(stJohnstone, scottishPremiership) ∧ League(scottishPremiership)
∀x ∀y (Team(x) ∧ League(y) ∧ PartOf(x, y) → Joined(x, y))
¬(misnk=stJohnstone)
∀x ∀y (¬(x=y) → WonAgainst(x, y) ⊕ WonAgainst(y, x))
WonAgainst(minsk, stJohnstone)",Minsk joined the Scottish Premiership.,"Joined(minsk, scottishPremiership))",Uncertain,335,"scottish(stjohnstone) & team(stjohnstone)
partof(stjohnstone, scottishpremiership) & league(scottishpremiership)
all:x all:y (team(x) & league(y) & partof(x, y) :- joined(x, y))
~(misnk=stjohnstone)
all:x all:y (~(x=y) :- wonagainst(x, y) ^ wonagainst(y, x))
wonagainst(minsk, stjohnstone)","joined(minsk, scottishpremiership))"
492,396,"A neuroimaging technique is either an invasive neuroimaging technique or a noninvasive neuroimaging technique. 
All noninvasive neuroimaging techniques provide a spatial resolution of brains.
If a technique provides a spatial resolution of brains, then it is a measurement of brain activity. 
All measurements of brain activity are used by neuroscience researchers.
FMRI is either a measurement of brain activity or a noninvasive neuroimaging technique.
FMRI is a neuroimaging technique.","∀x (NeuroimagingTechnique(x) → (Invasive(x) ⊕ Noninvasive(x))) 
∀x (Noninvasive(x) → Provides(x, spatialResolutionOfBrains))
∀x (Provides(x, spatialResolutionOfBrains) → Measure(x, brainActivity))
∀x (Measure(x, brainActivity) → UsedBy(x, neuroscienceResearchers))
Measure(fMRI, brainActivity) ⊕ Noninvasive(fMRI)
NeuroimagingTechnique(fMRI)",FMRI provides a spatial resolution of brains.,"Provides(fMRI, spatialResolutionOfBrains)",Uncertain,1076,"all:x (neuroimagingtechnique(x) :- (invasive(x) ^ noninvasive(x))) 
all:x (noninvasive(x) :- provides(x, spatialresolutionofbrains))
all:x (provides(x, spatialresolutionofbrains) :- measure(x, brainactivity))
all:x (measure(x, brainactivity) :- usedby(x, neuroscienceresearchers))
measure(fmri, brainactivity) ^ noninvasive(fmri)
neuroimagingtechnique(fmri)","provides(fmri, spatialresolutionofbrains)"
493,431,"No Boeing-737 plane has more than 300 seats. 
All of the planes acquired by Delta in this batch are Boeing-737. 
Planes either have more than 300 seats or have a capacity of 100 passengers. 
All planes with a capacity of 100 passengers are scheduled for a short-distance flight. 
All planes with a capacity of 100 passengers are produced before 2010. 
Jake32 is either a Boeing-737 plane or a plane acquired by Delta in this batch.
T10 is either both a Boeing-737 plane and acquired by Delta in this batch, or it is neither.","∀x (Plane(x) ∧ Boeing737(x) → (¬∃y(GreaterThan(y, num300) ∧ EquippedWithSeats(x,y)))
∀x (Plane(x) ∧ AcquiredBy(x, delta) → Boeing737(x))
∀x (Plane(x) → ((∃y(GreaterThan(y, num300) ∧ EquippedWithSeats(x,y))) ⊕ (∃y(Equals(y, num100) ∧ EquippedWithSeats(x,y))))
∀x (Plane(x) ∧ ∃y(Equals(y, num100) ∧ EquippedWithSeats(x,y)) → ScheduledFor(x, shortdistanceflight))
∀x (Plane(x) ∧ ∃y(Equals(y, num100) ∧ EquippedWithSeats(x,y)) → ∃z(Before(z, yr2010) ∧ Produced(x, z))
(Boeing737(jake32) ∧ Plane(jake32)) ⊕ (AcquiredByDeltaInThisBatch(jake32) ∧ Plane(jake32))
¬((Boeing737(t10) ∧ Plane(t10)) ⊕ (AcquiredByDeltaInThisBatch(t10) ∧ Plane(t10)))",Jake32 is produced before 2010 or scheduled for a short-distance flight.,"∃z(Before(z, year2010) ∧ Produced(jake32, z)) ∨ ScheduledFor(jake32, shortdistanceflight))",True,1229,"all:x (plane(x) & boeing737(x) :- (~y(greaterthan(y, num300) & equippedwithseats(x,y)))
all:x (plane(x) & acquiredby(x, delta) :- boeing737(x))
all:x (plane(x) :- ((y(greaterthan(y, num300) & equippedwithseats(x,y))) ^ (y(equals(y, num100) & equippedwithseats(x,y))))
all:x (plane(x) & y(equals(y, num100) & equippedwithseats(x,y)) :- scheduledfor(x, shortdistanceflight))
all:x (plane(x) & y(equals(y, num100) & equippedwithseats(x,y)) :- z(before(z, yr2010) & produced(x, z))
(boeing737(jake32) & plane(jake32)) ^ (acquiredbydeltainthisbatch(jake32) & plane(jake32))
~((boeing737(t10) & plane(t10)) ^ (acquiredbydeltainthisbatch(t10) & plane(t10)))","z(before(z, year2010) & produced(jake32, z)) | scheduledfor(jake32, shortdistanceflight))"
494,309,"Tipped employees are not entitled to be paid the federal minimum wage by their employees. 
If a person is a white-collar worker, they are entitled to be paid the federal minimum wage by their employees. 
All lawyers are white-collar workers.
Every advocate is a lawyer.
Mary is not a lawyer or a tipped employee.","∀x (TippedEmployee(x) → ¬EntitledTo(x, federalMinimumWage))
∀x (WhiteCollarWorker(x) → EntitledTo(x, federalMinimumWage))
∀x (Lawyer(x) → WhiteCollarWorker(x))
∀x (Advocate(x) → Lawyer(x))
¬(Lawyer(mary) ⊕ TippedEmployee(mary))",Mary is an advocate.,Advocate(mary),False,765,"all:x (tippedemployee(x) :- ~entitledto(x, federalminimumwage))
all:x (whitecollarworker(x) :- entitledto(x, federalminimumwage))
all:x (lawyer(x) :- whitecollarworker(x))
all:x (advocate(x) :- lawyer(x))
~(lawyer(mary) ^ tippedemployee(mary))",advocate(mary)
