,story_id,premises,premises-FOL,conclusion,conclusion-FOL,label,example_id,premises-CLIF,conclusion-CLIF
307,316,"There are no mansion houses in an urban area.
All skyscrapers are in urban areas.
Every creepy haunted house is a mansion house.
Every terrifying building on Halloween is a creepy haunted house.
The LaLaurie House is a creepy haunted house or a terrifying building on Halloween.","∀x (InUrbanArea(x) → ¬MansionHouse(x))
∀x (Skyscraper(x) → InUrbanArea(x))
∀x (CreepyHauntedHouse(x) → MansionHouse(x))
∀x (TerrifyingBuilding(x) ∧ OnHalloween(x) → CreepyHauntedHouse(x))
CreepyHauntedHouse(laLaurieHouse) ∨ TerrifyingBuilding(laLaurieHouse) ∧ OnHalloween(laLaurieHouse)",The LaLaurie House is either a skyscraper or a creepy haunted house.,Skyscraper(laLaurieHouse) ⊕ CreepyHauntedHouse(laLaurieHouse),True,794,"forall x (inurbanarea(x) implies not mansionhouse(x))
forall x (skyscraper(x) implies inurbanarea(x))
forall x (creepyhauntedhouse(x) implies mansionhouse(x))
forall x (terrifyingbuilding(x) and onhalloween(x) implies creepyhauntedhouse(x))
creepyhauntedhouse(lalauriehouse) or terrifyingbuilding(lalauriehouse) and onhalloween(lalauriehouse)",skyscraper(lalauriehouse) xor creepyhauntedhouse(lalauriehouse)
308,382,"All people in this midwest town who own horse ranches regularly ride horses for pleasure and sport.
All people in this midwest town with a lot of disposable income have a horse ranch.
If people in this midwest town compete in horse dressage shows, then they have a lot of disposable income.
If people in this midwest town compete in horse dressage shows, then they have invested in high-quality equestrian gear and equipment.
If people in this midwest town regularly ride horses for pleasure and sport, then they do not live in cramped residential buildings.
Manny is in this midwest town, and she either has a horse ranch and lives in a cramped residential building, or she does neither.","∀x (InThisMidwestTown(x) ∧ Have(x, horseRanch) → RegularlyRideHorseForPleasure(x))
∀x (InThisMidwestTown(x) ∧ Have(x, disposableIncome) → Have(x, horseRank))
∀x (InThisMidwestTown(x) ∧ CompeteIn(x, horseDressageShow) → Have(x, disposableIncome))
∀x (InThisMidwestTown(x) ∧ CompeteIn(x, horseDressageShow) → InvestedIn(x, equestrianGearAndEquipment))
∀x (InThisMidwestTown(x) ∧ RegularlyRideHorseForPleasure(x) → ¬LiveIn(x, crampedBuilding))
InThisMidwestTown(manny) ∧ ¬(Have(manny, horseRanch) ⊕ LiveIn(manny, crampedBuilding))","If Manny either has a horse ranch or competes in horse dressage shows, then Manny has not invested in high-quality equestrian equipment and gear.","¬(HaveAHorseRanch(manny) ⊕ CompeteIn(manny, horseDressageShow)) → ¬InvestedIn(manny, equestrianGearAndEquipment)",True,1022,"forall x (inthismidwesttown(x) and have(x, horseranch) implies regularlyridehorseforpleasure(x))
forall x (inthismidwesttown(x) and have(x, disposableincome) implies have(x, horserank))
forall x (inthismidwesttown(x) and competein(x, horsedressageshow) implies have(x, disposableincome))
forall x (inthismidwesttown(x) and competein(x, horsedressageshow) implies investedin(x, equestriangearandequipment))
forall x (inthismidwesttown(x) and regularlyridehorseforpleasure(x) implies not livein(x, crampedbuilding))
inthismidwesttown(manny) and not (have(manny, horseranch) xor livein(manny, crampedbuilding))","not (haveahorseranch(manny) xor competein(manny, horsedressageshow)) implies not investedin(manny, equestriangearandequipment)"
309,57,"All pets are animals.
Pets can be either a dog or a cat.
If a person has a pet, they care for that pet. 
Dogs and cats can be naughty. 
Pets who are naughty are not liked as much. 
Charlie has a naughty pet dog named Leo. ","∀x (Pet(x) → Animal(x))
∀x (Pet(x) → (Dog(x) ⊕ Cat(x)))
∀x ∀y ((Pet(y) ∧ OwnedBy(x,y)) → Cares(x, y))
∃x ∃y (Cat(x) ∧ Naughty(x) ∧ (¬(x=y)) ∧ Dog(y) ∧ Naughty(y))
∀x ∀y ((Pet(x) ∧ Naughty(x) ∧ OwnedBy(x,y)) → ¬Liked(x, y))
OwnedBy(leo, charlie) ∧ Pet(leo) ∧ Dog(leo) ∧ Naughty(leo)",Dogs are not always naughty.,∀x (Dog(x) → ¬Naughty(x)),False,170,"forall x (pet(x) implies animal(x))
forall x (pet(x) implies (dog(x) xor cat(x)))
forall x forall y ((pet(y) and ownedby(x,y)) implies cares(x, y))
exists x exists y (cat(x) and naughty(x) and (not (x=y)) and dog(y) and naughty(y))
forall x forall y ((pet(x) and naughty(x) and ownedby(x,y)) implies not liked(x, y))
ownedby(leo, charlie) and pet(leo) and dog(leo) and naughty(leo)",forall x (dog(x) implies not naughty(x))
310,333,"If people have a lot of music decorations in their rooms, they cannot pack and move out of their rooms very easily.
If people have high ambitions and future career goals, then they can pack and move out of their rooms very easily.
If people are big fans of pop bands and singers, then they have a lot of music decorations in their room.
All young teenage girls who attend music festival frequently are big fans of pop bands and singers.
If Sam has high ambitions and future career goals, then Sam is a big fan of pop bands and singers.","∀x (HaveIn(x, aLotOfMusicDecoration, room) → ¬MoveOutEasily(x))
∀x (Ambitious(x) → MoveOutEasily(x))
∀x (BigFanOfMusic(x) → MusicDecorations(x, room))
∀x (AttendFrequently(x, musicFestival) ∧ YoungTeenageGirl(x) → BigFanOfPopBand(x) ∧ BigFanOfPopSinger(x))
Ambitious(sam) → BBigFanOfPopBand(sam) ∧ BigFanOfPopSinger(sam)",Sam is a young teenage girl who attends music festival frequently,"Attend(sam, festival) ∧ YoungTeenageGirl(sam)",False,863,"forall x (havein(x, alotofmusicdecoration, room) implies not moveouteasily(x))
forall x (ambitious(x) implies moveouteasily(x))
forall x (bigfanofmusic(x) implies musicdecorations(x, room))
forall x (attendfrequently(x, musicfestival) and youngteenagegirl(x) implies bigfanofpopband(x) and bigfanofpopsinger(x))
ambitious(sam) implies bbigfanofpopband(sam) and bigfanofpopsinger(sam)","attend(sam, festival) and youngteenagegirl(sam)"
311,231,"The 2008 Summer Olympics were held in Beijing, China.
The 2008 Summer Olympics was the second Summer Olympic Games held in a communist state.
China won the most gold medals (48) in the 2008 Summer Olympics.
The United States placed second in the gold medal tally but won the highest number of medals overall (112) in the 2008 Summer Olympics.
The third place in the gold medal tally was achieved by Russia in the 2008 Summer Olympics.
If a country placed third in gold medals, then it had fewer gold medals than the team that won the most gold medals.","HeldIn(2008SummerOlympics, beijingChina)
SecondSummerOlympicsGames(2008SummerOlympics) ∧ BeHeldIn(2008SummerOlympics, communistState)
Won(china, theMostGoldMedals)
PlacedSecondInGoldMedalsIn(unitedStates, 2008SummerOlympics) ∧ Won(unitedStates, highestNumberOfMedals)
PlacedThirdInGoldMedalsIn(russia, 2008SummerOlympics)
∀x ∀y (Placed(x, thirdInGoldMedals) ∧ Won(y, mostGoldMedals) → FewerGoldMedalsThan(x, y))",Russia did not win fewer gold medals than China.,"¬FewerGoldMedalsThan(russia, china)",False,655,"heldin(2008summerolympics, beijingchina)
secondsummerolympicsgames(2008summerolympics) and beheldin(2008summerolympics, communiststate)
won(china, themostgoldmedals)
placedsecondingoldmedalsin(unitedstates, 2008summerolympics) and won(unitedstates, highestnumberofmedals)
placedthirdingoldmedalsin(russia, 2008summerolympics)
forall x forall y (placed(x, thirdingoldmedals) and won(y, mostgoldmedals) implies fewergoldmedalsthan(x, y))","not fewergoldmedalsthan(russia, china)"
312,398,"All mind-reading is either brain reading or brain decoding. 
All brain decoding that is mind-reading is extracting information from BOLD signals.
No studies that are mind-reading and extract information from BOLD signals are without statistical pattern analysis. 
Writing a novel is without statistical pattern analysis.
If multivoxel (pattern) analysis is without statistical pattern analysis and a brain reading, then multivoxel (pattern) analysis is without statistical pattern analysis and brain decoding.
Multivoxel (pattern) analysis is a type of mind-reading.","∀x (MindReading(x) ∧ (BrainReading(x) ⊕ BrainDecoding(x)))
∀x ((MindReading(x) ∧ BrainDecoding(x)) → ExtractingFrom(x, information, bOLDSignals))
∀x ((MindReading(x) ∧ ExtractingFrom(x, information, bOLDSignals)) → Uses(x, statisticalPatternAnalysis))
∀x (NovelWriting(x) → ¬Uses(x, statisticalPatternAnalysis)) 
MindReading(multivoxelPatternAnalysis) ∧ (¬Uses(multivoxelPatternAnalysis, statisticalPatternAnalysis) ∧ BrainReading(multivoxelPatternAnalysis)) →  (¬Uses(multivoxelPatternAnalysis, statisticalPatternAnalysis) ∧ (¬BrainDecoding(multivoxelPatternAnalysis)))
MindReading(multivoxelPatternAnalysis) ",Multivoxel (pattern) analysis is either without statistical pattern analysis or writing a novel.,"¬Uses(multivoxelPatternAnalysis, statisticalPatternAnalysis) ⊕ Writing(multivoxelPatternAnalysis, aNovel)",False,1088,"forall x (mindreading(x) and (brainreading(x) xor braindecoding(x)))
forall x ((mindreading(x) and braindecoding(x)) implies extractingfrom(x, information, boldsignals))
forall x ((mindreading(x) and extractingfrom(x, information, boldsignals)) implies uses(x, statisticalpatternanalysis))
forall x (novelwriting(x) implies not uses(x, statisticalpatternanalysis)) 
mindreading(multivoxelpatternanalysis) and (not uses(multivoxelpatternanalysis, statisticalpatternanalysis) and brainreading(multivoxelpatternanalysis)) implies  (not uses(multivoxelpatternanalysis, statisticalpatternanalysis) and (not braindecoding(multivoxelpatternanalysis)))
mindreading(multivoxelpatternanalysis) ","not uses(multivoxelpatternanalysis, statisticalpatternanalysis) xor writing(multivoxelpatternanalysis, anovel)"
313,329,"All young working professionals who have regular 9-5 jobs have stable jobs.
Some people living in Manhattan are young professionals with regular 9-5 jobs.
All people who have stable jobs are people who work regularly.
People who work regularly do not frequently disobey their bosses.
Mary either frequently disobeys her bosses and works regularly, or that she neither frequently disobeys her bosses nor works regularly.","∀x (YoungWorkingProfessional(x) ∧ Have(x, regular9To5Job) → Have(x, stableJob))
∃x (LiveIn(x, manhattan) ∧ YoungWorkingProfessional(x) ∧ Have(x, regular9To5Job))
∀x (Have(x, stableJob) → WorkRegularly(x))
∀x (WorkRegularly(x) → ¬DisobeyFrequently(x, boss))
¬(DisobeyFrequently(mary, boss) ⊕ WorkRegularly(mary))",Mary lives in Manhattan and is a young working professional who has a regular 9-5 job.,"LiveIn(mary, manhattan) ∧ YoungWorkingProfessional(mary) ∧ Have(mary, regular9-5Job)",False,844,"forall x (youngworkingprofessional(x) and have(x, regular9to5job) implies have(x, stablejob))
exists x (livein(x, manhattan) and youngworkingprofessional(x) and have(x, regular9to5job))
forall x (have(x, stablejob) implies workregularly(x))
forall x (workregularly(x) implies not disobeyfrequently(x, boss))
not (disobeyfrequently(mary, boss) xor workregularly(mary))","livein(mary, manhattan) and youngworkingprofessional(mary) and have(mary, regular9-5job)"
314,193,"A La Liga soccer team ranks higher than another La Liga soccer team if it receives more points.
If there are two La Liga soccer teams and neither has more points than the other, then the team which receives more points from the games between the two teams ranks higher.
Real Madrid and Barcelona are both La Liga soccer teams.
Real Madrid received more points than Barcelona.
Neither Real Madrid nor Barcelona received more points from the games between them.","∀x ∀y (LaLigaSoccerTeam(x) ∧ LaLigaSoccerTeam(y) ∧ MorePoints(x, y) → RankHigherThan(x, y))
∀x ∀y (LaLigaSoccerTeam(x) ∧ LaLigaSoccerTeam(y) ∧ ¬MorePoints(x, y) ∧ ¬MorePoints(y, x) ∧ MorePointsInGameBetween(x, y) →  RankHigherThan(x, y))
LaLigaSoccerTeam(realMadrid) ∧ LaLigaSoccerTeam(barcelona)
MorePoints(realMadrid, barcelona)
¬MorePointsInGameBetween(realMadrid, barcelona) ∧ ¬MorePointsInGameBetween(barcelona, realMadrid)",Real Madrid ranks higher than Barcelona.,"RankHigherThan(realMadrid, barcelona)",True,550,"forall x forall y (laligasoccerteam(x) and laligasoccerteam(y) and morepoints(x, y) implies rankhigherthan(x, y))
forall x forall y (laligasoccerteam(x) and laligasoccerteam(y) and not morepoints(x, y) and not morepoints(y, x) and morepointsingamebetween(x, y) implies  rankhigherthan(x, y))
laligasoccerteam(realmadrid) and laligasoccerteam(barcelona)
morepoints(realmadrid, barcelona)
not morepointsingamebetween(realmadrid, barcelona) and not morepointsingamebetween(barcelona, realmadrid)","rankhigherthan(realmadrid, barcelona)"
315,391,"All imaginative processes that Dan knows are results of creative processes.
All science fiction that Dan knows comes from an imaginative process.
Everthing that Dan knows comes from either science-fiction or realistic fiction.
No facts that Dan knows have proven to be false.
Dan knows that Dune is science fiction or has proven to be false.","∀x ((Knows(dan, x) ∧ ImaginativeProcess(x)) → ResultOf(x, creativeProcess))
∀x ((Knows(dan, x) ∧ ScienceFiction(x)) → ImaginativeProcess(x)) 
∀x (Knows(dan, x) → (ScienceFiction(x) ⊕ RealisticFiction(x)))
∀x ((Knows(dan, x) ∧ Fact(x)) → ¬ProvedToBe(x, false)) 
(Knows(dan, dune) ∧ ScienceFiction(dune)) ∨ ProvedToBe(dune, false))","If Dune is either a fact and a result of creative processes, or neither a fact nor a result of creative processes, then Dune is a result of creative processes and science-fiction.","Knows(dan, dune) ∧ (¬(Fact(dune) ⊕ ResultOf(dune, creativeProcess))) → (ResultOf(dune, creativeProcess) ∧ ScienceFiction(dune))",True,1053,"forall x ((knows(dan, x) and imaginativeprocess(x)) implies resultof(x, creativeprocess))
forall x ((knows(dan, x) and sciencefiction(x)) implies imaginativeprocess(x)) 
forall x (knows(dan, x) implies (sciencefiction(x) xor realisticfiction(x)))
forall x ((knows(dan, x) and fact(x)) implies not provedtobe(x, false)) 
(knows(dan, dune) and sciencefiction(dune)) or provedtobe(dune, false))","knows(dan, dune) and (not (fact(dune) xor resultof(dune, creativeprocess))) implies (resultof(dune, creativeprocess) and sciencefiction(dune))"
316,139,"UFC Fight Night was a mixed martial arts event held in Sweden.
At UFC Fight Night, Sadollah was scheduled to fight Musoke.
Sadollah fought Akiyama at UFC Fight Night.
Musoke fought Yakovlev at UFC Fight Night.
Jung was injured at UFC Fight Night.
People injured at UFC Fight Night did not fight.","Event(uFCFightNight) ∧ MixedMartial(uFCFightNight) ∧ HeldIn(uFCFightNight, sweden)
ScheduledToFight(sadollah, musoke,uFCFightNight)
Fight(sadollah, akiyama, uFCFightNight)
Fight(musoke, yakovlev, uFCFightNight)
InjuredAt(jung, uFCFightNight)
∀x (InjuredAt(x, uFCFightNight) → ¬FightIn(x, uFCFightNight))",Jung fought Sadollah.,"Fight(jung, sadollah, uFCFightNight)",Uncertain,407,"event(ufcfightnight) and mixedmartial(ufcfightnight) and heldin(ufcfightnight, sweden)
scheduledtofight(sadollah, musoke,ufcfightnight)
fight(sadollah, akiyama, ufcfightnight)
fight(musoke, yakovlev, ufcfightnight)
injuredat(jung, ufcfightnight)
forall x (injuredat(x, ufcfightnight) implies not fightin(x, ufcfightnight))","fight(jung, sadollah, ufcfightnight)"
317,437,"Researchers present their work at the conference or provide a tutorial session there.
Everyone who presents their work at the conference will attend in person. 
Everyone providing a tutorial session at the conference will be invited to join the club. 
Everyone who attends the conference in person is provided with souvenirs. 
Everyone invited to join the club is provided with delicious meals. 
Everyone provided with delicious meals is happy to communicate with each other during the dinner. 
Everyone who is provided with delicious meals is invited to take a photo with the audience. 
It is not true that James both attended the conference in person and was provided with souvenirs.","∀x (PresentWorkAt(x, conference) ⊕ ProvideAt(x, tutorialSession, conference))
∀x (PresentWorkAt(x, conference) → AttendInPerson(x, conference))
∀x (ProvideSessionAt(x, tutorial, conference) → InvitedToJoin(x, club))
∀x (AttendInPerson(x, conference) → ProvidedWith(x, souvenir))
∀x (InvitedToJoin(x, club) → ProvidedWith(x, deliciousMeal))
∀x (ProvidedWith(x, deliciousMeal) ∧ ProvidedWith(y, deliciousMeal)  → ∃y ∃z (¬(y=x) ∧ ¬(z=x) ∧ ¬(y=z) ∧ HappyToCommunicateWithDuringTheDinner(x, y) ∧ HappyToCommunicateWithDuringTheDinner(x, z)))
∀x (ProvidedWith(x, deliciousMeal) → InvitedToTakePhotoWith(x, audience))
¬(AttendInPerson(james, conference) ∧ ProvidedWith(x, souvenir))",James is invited to take a photo with the audience and is happy to communicate with other guests at the dinner.,"InvitedToTakePhotoWith(james, audience) → ∃y ∃z (¬(y=james) ∧ ¬(z=james) ∧ ¬(y=z) ∧ HappyToCommunicateWithDuringTheDinner(james, y) ∧ HappyToCommunicateWithDuringDinner(james, z)))",True,1255,"forall x (presentworkat(x, conference) xor provideat(x, tutorialsession, conference))
forall x (presentworkat(x, conference) implies attendinperson(x, conference))
forall x (providesessionat(x, tutorial, conference) implies invitedtojoin(x, club))
forall x (attendinperson(x, conference) implies providedwith(x, souvenir))
forall x (invitedtojoin(x, club) implies providedwith(x, deliciousmeal))
forall x (providedwith(x, deliciousmeal) and providedwith(y, deliciousmeal)  implies exists y exists z (not (y=x) and not (z=x) and not (y=z) and happytocommunicatewithduringthedinner(x, y) and happytocommunicatewithduringthedinner(x, z)))
forall x (providedwith(x, deliciousmeal) implies invitedtotakephotowith(x, audience))
not (attendinperson(james, conference) and providedwith(x, souvenir))","invitedtotakephotowith(james, audience) implies exists y exists z (not (y=james) and not (z=james) and not (y=z) and happytocommunicatewithduringthedinner(james, y) and happytocommunicatewithduringdinner(james, z)))"
318,229,"Barbara Ann Marshall is a former swimmer and former world record-holder.
Barbara Ann Marshall participated in the 1972 Summer Olympics.
Barbara Ann Marshall's home country is the United States.
All people who competed in the 1972 Summer Olympics represented their home country.
Barbara Ann Marshall participated in the preliminary heat in the freestyle relay.
Barbara Ann Marshall did not participate in the event final of the 1972 Summer Olympics freestyle relay.
Only relay swimmers who participated in the final event at the 1972 Summer Olympics received medals.","FormerSwimmer(barbaraAnnMarshall) ∧ FormerWorldRecordHolder(barbaraAnnMarshall)
ParticipatedIn(barbaraAnnMarshall, 1972SummerOlympics)
HomeCountry(barbaraAnnMarshall, unitedStates)
∀x ∃y (ParticipatedIn(x, 1972SummerOlympics) ∧ HomeCountry(x, y) → Represented(x, y))
ParticipatedIn(barbaraAnnMarshall, preliminaryHeatFreestyleRelay)
¬ParticipatedIn(barbaraAnnMarshall, finalHeatFreestyleRelay)
∀x ((ParticipatedIn(x, 1972SummerOlympics) ∧ RelaySwimmer(x) ∧ ¬ParticipatedIn(x, finalHeatFreestyleRelay)) ↔ ¬Recieved(x, medal)))",Barbara Ann Marshall did not receive medals.,"¬Recieved(barbaraAnnMarshall, medal)",Uncertain,650,"formerswimmer(barbaraannmarshall) and formerworldrecordholder(barbaraannmarshall)
participatedin(barbaraannmarshall, 1972summerolympics)
homecountry(barbaraannmarshall, unitedstates)
forall x exists y (participatedin(x, 1972summerolympics) and homecountry(x, y) implies represented(x, y))
participatedin(barbaraannmarshall, preliminaryheatfreestylerelay)
not participatedin(barbaraannmarshall, finalheatfreestylerelay)
forall x ((participatedin(x, 1972summerolympics) and relayswimmer(x) and not participatedin(x, finalheatfreestylerelay)) ↔ not recieved(x, medal)))","not recieved(barbaraannmarshall, medal)"
319,359,"Everyone who chooses what they want to do with their time has flexible schedules.
Everyone with a lot of free time chooses what they want to do with their time.
People either have a lot of free time or they invest in a career in which they are willing to spend the rest of their lives.
If people invest in a career in which they are willing to spend the rest of their lives, then they are hardworking individuals with high ambitions and goals for the future.  
If people are hardworking individuals with high ambitions and goals for the future, then they are not short sighted.
John is not either a hardworking individual with high ambitions and goals for the future or has a flexible schedule.","∀x (ChooseWhatToDoWith(x, time) → FlexibleSchedule(x))
∀x (Have(x, lotsOfFreetime) → ChooseWhatToDoWith(x, time))
∀x (Have(x, lotsOfFreetime) ⊕ (∃y (InvestIn(x, y) ∧ Career(y) ∧ WillingToSpendIn(restOfLife, y))))
∀x (∃y (InvestIn(x, y) ∧ Career(y) ∧ WillingToSpendIn(restOfLife, y)) → Hardworking(x))
∀x (Hardworking(x) ∧ HaveFor(x, highAmbition, future) ∧ HaveFor(x, goal, future) → ¬ShortSighted(x))
¬((Hardworking(john) ∧ HaveFor(john, highAmbition, future) ∧ HaveFor(john, goal, future)) ⊕ FlexibleSchedule(john))",John chooses what he want to do with his time.,"ChooseWhatToDoWith(john, time)",Uncertain,953,"forall x (choosewhattodowith(x, time) implies flexibleschedule(x))
forall x (have(x, lotsoffreetime) implies choosewhattodowith(x, time))
forall x (have(x, lotsoffreetime) xor (exists y (investin(x, y) and career(y) and willingtospendin(restoflife, y))))
forall x (exists y (investin(x, y) and career(y) and willingtospendin(restoflife, y)) implies hardworking(x))
forall x (hardworking(x) and havefor(x, highambition, future) and havefor(x, goal, future) implies not shortsighted(x))
not ((hardworking(john) and havefor(john, highambition, future) and havefor(john, goal, future)) xor flexibleschedule(john))","choosewhattodowith(john, time)"
320,439,"No fish are birds.
An osprey is a bird.
A carp is a fish.
All goldfish are carp.
If Bubbles is either an osprey or a goldfish, then Bubbles is not also a fish.","∀x (Fish(x) → ¬Bird(x))
∀x (Osprey(x) → Bird(x))
∀x (Carp(x) → Fish(x))
∀x (Goldfish(x) → Carp(x))
Osprey(bubbles) ⊕ Goldfish(bubbles) → ¬Fish(bubbles)",Bubbles is a goldfish.,Goldfish(bubbles),False,1262,"forall x (fish(x) implies not bird(x))
forall x (osprey(x) implies bird(x))
forall x (carp(x) implies fish(x))
forall x (goldfish(x) implies carp(x))
osprey(bubbles) xor goldfish(bubbles) implies not fish(bubbles)",goldfish(bubbles)
321,431,"No Boeing-737 plane has more than 300 seats. 
All of the planes acquired by Delta in this batch are Boeing-737. 
Planes either have more than 300 seats or have a capacity of 100 passengers. 
All planes with a capacity of 100 passengers are scheduled for a short-distance flight. 
All planes with a capacity of 100 passengers are produced before 2010. 
Jake32 is either a Boeing-737 plane or a plane acquired by Delta in this batch.
T10 is either both a Boeing-737 plane and acquired by Delta in this batch, or it is neither.","∀x (Plane(x) ∧ Boeing737(x) → (¬∃y(GreaterThan(y, num300) ∧ EquippedWithSeats(x,y)))
∀x (Plane(x) ∧ AcquiredBy(x, delta) → Boeing737(x))
∀x (Plane(x) → ((∃y(GreaterThan(y, num300) ∧ EquippedWithSeats(x,y))) ⊕ (∃y(Equals(y, num100) ∧ EquippedWithSeats(x,y))))
∀x (Plane(x) ∧ ∃y(Equals(y, num100) ∧ EquippedWithSeats(x,y)) → ScheduledFor(x, shortdistanceflight))
∀x (Plane(x) ∧ ∃y(Equals(y, num100) ∧ EquippedWithSeats(x,y)) → ∃z(Before(z, yr2010) ∧ Produced(x, z))
(Boeing737(jake32) ∧ Plane(jake32)) ⊕ (AcquiredByDeltaInThisBatch(jake32) ∧ Plane(jake32))
¬((Boeing737(t10) ∧ Plane(t10)) ⊕ (AcquiredByDeltaInThisBatch(t10) ∧ Plane(t10)))",Jake32 was produced before 2010 and is scheduled for a short-distance flight.,"∃z(Before(z, year2010) ∧ Produced(jake32, z)) ∧ ScheduledFor(jake32, shortdistanceflight))",True,1227,"forall x (plane(x) and boeing737(x) implies (not exists y(greaterthan(y, num300) and equippedwithseats(x,y)))
forall x (plane(x) and acquiredby(x, delta) implies boeing737(x))
forall x (plane(x) implies ((exists y(greaterthan(y, num300) and equippedwithseats(x,y))) xor (exists y(equals(y, num100) and equippedwithseats(x,y))))
forall x (plane(x) and exists y(equals(y, num100) and equippedwithseats(x,y)) implies scheduledfor(x, shortdistanceflight))
forall x (plane(x) and exists y(equals(y, num100) and equippedwithseats(x,y)) implies exists z(before(z, yr2010) and produced(x, z))
(boeing737(jake32) and plane(jake32)) xor (acquiredbydeltainthisbatch(jake32) and plane(jake32))
not ((boeing737(t10) and plane(t10)) xor (acquiredbydeltainthisbatch(t10) and plane(t10)))","exists z(before(z, year2010) and produced(jake32, z)) and scheduledfor(jake32, shortdistanceflight))"
322,316,"There are no mansion houses in an urban area.
All skyscrapers are in urban areas.
Every creepy haunted house is a mansion house.
Every terrifying building on Halloween is a creepy haunted house.
The LaLaurie House is a creepy haunted house or a terrifying building on Halloween.","∀x (InUrbanArea(x) → ¬MansionHouse(x))
∀x (Skyscraper(x) → InUrbanArea(x))
∀x (CreepyHauntedHouse(x) → MansionHouse(x))
∀x (TerrifyingBuilding(x) ∧ OnHalloween(x) → CreepyHauntedHouse(x))
CreepyHauntedHouse(laLaurieHouse) ∨ TerrifyingBuilding(laLaurieHouse) ∧ OnHalloween(laLaurieHouse)",The LaLaurie House is not a skyscraper.,¬Skyscraper(laLaurieHouse),True,790,"forall x (inurbanarea(x) implies not mansionhouse(x))
forall x (skyscraper(x) implies inurbanarea(x))
forall x (creepyhauntedhouse(x) implies mansionhouse(x))
forall x (terrifyingbuilding(x) and onhalloween(x) implies creepyhauntedhouse(x))
creepyhauntedhouse(lalauriehouse) or terrifyingbuilding(lalauriehouse) and onhalloween(lalauriehouse)",not skyscraper(lalauriehouse)
323,477,"All social media applications containing chat features are software. 
All social media applications that allow users to send messages to each other have chat features. 
All social media applications have chat features or video features. 
All social media applications that have video features allow users to upload videos. 
All software that is social media applications are computer programs. 
All social media applications that have high engagement metrics are addictive. 
If a social media application is addictive, then it is not ideal for preteens. 
TikTok is a social media application, and it is not ideal for preteens. ","∀x (SocialMedia(x) ∧ Application(x) ∧ Contain(x, chatFeature) → Software(x))
∀x (SocialMedia(x) ∧ Application(x) ∧ AllowToSendTo(x, user, message) → Contain(x, chatFeature))
∀x (SocialMedia(x) ∧ Application(x) → Contain(x, chatFeature) ∨ Contain(x, videoFeature))
∀x (SocialMedia(x) ∧ Application(x) ∧ Contain(x, videoFeature) → Allow(x, user, uploadVideo))
∀x (SocialMedia(x) ∧ Application(x) ∧ Software(x) → ComputerProgram(x))
∀x (SocialMedia(x) ∧ Application(x) ∧Have(x, highEngagementMetric) → Addictive(x))
∀x (SocialMedia(x) ∧ Application(x) ∧ Addictive(x) → ¬IdealFor(x, preteen))
SocialMedia(tikTok) ∧ Application(tikTok) ∧ ¬IdealFor(tikTok, preteen)",TikTok is either ideal for preteens or a computer program.,"IdealFor(tikTok, preteen) ⊕ ComputerProgram(tikTok)",True,1386,"forall x (socialmedia(x) and application(x) and contain(x, chatfeature) implies software(x))
forall x (socialmedia(x) and application(x) and allowtosendto(x, user, message) implies contain(x, chatfeature))
forall x (socialmedia(x) and application(x) implies contain(x, chatfeature) or contain(x, videofeature))
forall x (socialmedia(x) and application(x) and contain(x, videofeature) implies allow(x, user, uploadvideo))
forall x (socialmedia(x) and application(x) and software(x) implies computerprogram(x))
forall x (socialmedia(x) and application(x) andhave(x, highengagementmetric) implies addictive(x))
forall x (socialmedia(x) and application(x) and addictive(x) implies not idealfor(x, preteen))
socialmedia(tiktok) and application(tiktok) and not idealfor(tiktok, preteen)","idealfor(tiktok, preteen) xor computerprogram(tiktok)"
324,95,"DI Ray is a police procedural television series.
DI Ray was created and written by Maya Sondhi.
DI Ray was produced by Jed Mercurio.
Maya Sondhi and Jed Mercurio are both British.","TelevisionSeries(dIRay) ∧ PoliceProcedural(dIRay)
Creates(maya, dIRay) ∧ Writes(maya, dIRay)
Produces(jed, dIRay)
British(maya) ∧ British(jed) ",Some Brit produced a television series.,"∃x ∃y(British(x) ∧ TelevisionSeries(y) ∧ Produces(x, y))",True,288,"televisionseries(diray) and policeprocedural(diray)
creates(maya, diray) and writes(maya, diray)
produces(jed, diray)
british(maya) and british(jed) ","exists x exists y(british(x) and televisionseries(y) and produces(x, y))"
