Unnamed: 0,Premises - NL,Conclusions - NL,Truth Values,Premises - FOL,Conclusions - FOL,Comments,Verified by Prover,Premises - CLIF,Conclusions - CLIF,Premises - CLINGO,Conclusions - CLINGO,Premises - CGIF,Conclusions - CGIF,Premises - MINIFOL2,Conclusions - MINIFOL2,Premises - TFLPLUS,Conclusions - TFLPLUS
3,"Fort Ticonderoga is the current name for Fort Carillon.
Pierre de Rigaud de Vaudreuil built Fort Carillon.
Fort Carillon was located in New France.
New France is not in Europe.",Fort Carillon was located in Europe.,U,"RenamedAs(fortCarillon, fortTiconderoga)
Built(pierredeRigauddeVaudreuil, fortCarillon)
LocatedIn(fortCarillon, newFrance)
¬LocatedIn(newFrance, europe)","LocatedIn(fortCarillon, europe)",,,"renamedas(fortcarillon, fortticonderoga)
built(pierrederigauddevaudreuil, fortcarillon)
locatedin(fortcarillon, newfrance)
not locatedin(newfrance, europe)","locatedin(fortcarillon, europe)","renamedas(fortcarillon, fortticonderoga)
built(pierrederigauddevaudreuil, fortcarillon)
locatedin(fortcarillon, newfrance)
notlocatedin(newfrance, europe)","locatedin(fortcarillon, europe)","[renamedas[(fortcarillon  fortticonderoga)]
built[(pierrederigauddevaudreuil  fortcarillon)]
locatedin[(fortcarillon  newfrance)]
~locatedin[(newfrance  europe)]]",[locatedin[(fortcarillon  europe)]],"renamedas(fortcarillon, fortticonderoga)
built(pierrederigauddevaudreuil, fortcarillon)
locatedin(fortcarillon, newfrance)
~locatedin(newfrance, europe)","locatedin(fortcarillon, europe)",+R2+B2+L2-+L2,+L2
96,"Diamond Mine is a professional wrestling stable formed in WWE.
Roderick Strong leads Diamond Mine.
Diamond Mine includes the Creed Brothers and Ivy Nile.
Imperium has a feud with Diamond Mine.",Imperium doesn't have a feud with a professional wrestling stable that includes Ivy Nile.,F,"ProfessionalWrestlingStable(diamondMine) ∧ In(diamondMine, wWE)
Leads(roderickStrong, diamondMine)
Includes(diamondMine, creedBrothers) ∧ Includes(diamondMine, ivyNile)
Feuds(imperium, diamondMine)","∀x ((ProfessionalWrestlingStable(x) ∧ Includes(x, ivynile)) → ¬Feuds(imperium, x))",,,"professionalwrestlingstable(diamondmine) and in(diamondmine, wwe)
leads(roderickstrong, diamondmine)
includes(diamondmine, creedbrothers) and includes(diamondmine, ivynile)
feuds(imperium, diamondmine)","forall x ((professionalwrestlingstable(x) and includes(x, ivynile)) implies not feuds(imperium, x))","professionalwrestlingstable(diamondmine) , in(diamondmine, wwe)
leads(roderickstrong, diamondmine)
includes(diamondmine, creedbrothers) , includes(diamondmine, ivynile)
feuds(imperium, diamondmine)","forall ((professionalwrestlingstable(x) , includes(x, ivynile)) -: notfeuds(imperium, x))","[professionalwrestlingstable[(diamondmine)]  in[(diamondmine  wwe)]
leads[(roderickstrong  diamondmine)]
includes[(diamondmine  creedbrothers)]  includes[(diamondmine  ivynile)]
feuds[(imperium  diamondmine)]]",[@every *x [([(professionalwrestlingstable[(?x)]  includes[(?x  ivynile)])]  ~feuds[(imperium  x)])]],"professionalwrestlingstable(diamondmine) & in(diamondmine, wwe)
leads(roderickstrong, diamondmine)
includes(diamondmine, creedbrothers) & includes(diamondmine, ivynile)
feuds(imperium, diamondmine)","all:x ((professionalwrestlingstable(x) & includes(x, ivynile)) :- ~feuds(imperium, x))",+P2(+d2)++I2+L2+I2++I2+F2,-((+P0++I0)--+F0)
57,"All pets are animals.
Pets can be either a dog or a cat.
If a person has a pet, they care for that pet. 
Dogs and cats can be naughty. 
Pets who are naughty are not liked as much. 
Charlie has a naughty pet dog named Leo. ",Dogs are not always naughty.,F,"∀x (Pet(x) → Animal(x))
∀x (Pet(x) → (Dog(x) ⊕ Cat(x)))
∀x ∀y ((Pet(y) ∧ OwnedBy(x,y)) → Cares(x, y))
∃x ∃y (Cat(x) ∧ Naughty(x) ∧ (¬(x=y)) ∧ Dog(y) ∧ Naughty(y))
∀x ∀y ((Pet(x) ∧ Naughty(x) ∧ OwnedBy(x,y)) → ¬Liked(x, y))
OwnedBy(leo, charlie) ∧ Pet(leo) ∧ Dog(leo) ∧ Naughty(leo)",∀x (Dog(x) → ¬Naughty(x)),,,"forall x (pet(x) implies animal(x))
forall x (pet(x) implies (dog(x) xor cat(x)))
forall x forall y ((pet(y) and ownedby(x,y)) implies cares(x, y))
exists x exists y (cat(x) and naughty(x) and (not (x=y)) and dog(y) and naughty(y))
forall x forall y ((pet(x) and naughty(x) and ownedby(x,y)) implies not liked(x, y))
ownedby(leo, charlie) and pet(leo) and dog(leo) and naughty(leo)",forall x (dog(x) implies not naughty(x)),"forall (pet(x) -: animal(x))
forall (pet(x) -: (dog(x) ^ cat(x)))
forall forall ((pet(y) , ownedby(x,)) -: cares(x, y))
  (cat(x) , naughty(x) , (not(x=y)) , dog(y) , naughty(y))
forall forall ((pet(x) , naughty(x) , ownedby(x,)) -: notliked(x, y))
ownedby(leo, charlie) , pet(leo) , dog(leo) , naughty(leo)",forall (dog(x) -: notnaughty(x)),"[@every *x [(pet[(?x)]  animal[(?x)])]
@every *x [(pet[(?x)]  [(dog[(?x)]  cat[(?x)])])]
@every *x @every *y [([(pet[(?y)]  ownedby[(?x ?y)])]  cares[(?x  y)])]
*x *y [(cat[(?x)]  naughty[(?x)]  [(~[(?x=y)])]  dog[(?y)]  naughty[(?y)])]
@every *x @every *y [([(pet[(?x)]  naughty[(?x)]  ownedby[(?x ?y)])]  ~liked[(?x  y)])]
ownedby[(leo  charlie)]  pet[(leo)]  dog[(leo)]  naughty[(leo)]]",[@every *x [(dog[(?x)]  ~naughty[(?x)])]],"all:x (pet(x) :- animal(x))
all:x (pet(x) :- (dog(x) ^ cat(x)))
all:x all:y ((pet(y) & ownedby(x,y)) :- cares(x, y))
x y (cat(x) & naughty(x) & (~(x=y)) & dog(y) & naughty(y))
all:x all:y ((pet(x) & naughty(x) & ownedby(x,y)) :- ~liked(x, y))
ownedby(leo, charlie) & pet(leo) & dog(leo) & naughty(leo)",all:x (dog(x) :- ~naughty(x)),-(+P0-+A0)-(+P0-(+D0-+C0))--((+P0++O0)-+C0)++(+C1++N1+(-(+x1))++D1++N1)--((+P0++N0++O0)--+L0)+O2++P2(+l2)++D2(+l2)++N2(+l2),-(+D0--+N0)
23,"All books written by Cixin Liu have sold more than 1 million copies. 
Some books that have won the Hugo Award were written by Cixin Liu.
All books about the future are forward-looking.
The book Three-Body Problem has sold more than 1 million copies.
The Three-Body Problem is about the future.",The Three-Body Problem was written by Cixin Liu.,U,"∀x ((Book(x) ∧ WrittenBy(x, cixinLiu)) → ∃y(MoreThan(y, oneMillion) ∧ Sold(x,y)))
∃x (Won(x, hugoAward) ∧ Book(x) ∧ WrittenBy(x, cixinLiu))
∀x ((Book(x) ∧ AboutFuture(x)) → FowardLooking(x))
Book(threeBodyProblem) ∧ ∃y(MoreThan(y, oneMillion) ∧ Sold(threeBodyProblem,y))
AboutFuture(threeBodyProblem)","WrittenBy(threeBodyProblem, cixinLiu)",,,"forall x ((book(x) and writtenby(x, cixinliu)) implies exists y(morethan(y, onemillion) and sold(x,y)))
exists x (won(x, hugoaward) and book(x) and writtenby(x, cixinliu))
forall x ((book(x) and aboutfuture(x)) implies fowardlooking(x))
book(threebodyproblem) and exists y(morethan(y, onemillion) and sold(threebodyproblem,y))
aboutfuture(threebodyproblem)","writtenby(threebodyproblem, cixinliu)","forall ((book(x) , writtenby(x, cixinliu)) -: (morethan(y, onemillion) , sold(x,)))
 (won(x, hugoaward) , book(x) , writtenby(x, cixinliu))
forall ((book(x) , aboutfuture(x)) -: fowardlooking(x))
book(threebodyproblem) , (morethan(y, onemillion) , sold(threebodyproblem,))
aboutfuture(threebodyproblem)","writtenby(threebodyproblem, cixinliu)","[@every *x [([(book[(?x)]  writtenby[(?x  cixinliu)])]  *y[(morethan[(?y  onemillion)]  sold[(?x ?y)])])]
*x [(won[(?x  hugoaward)]  book[(?x)]  writtenby[(?x  cixinliu)])]
@every *x [([(book[(?x)]  aboutfuture[(?x)])]  fowardlooking[(?x)])]
book[(threebodyproblem)]  *y[(morethan[(?y  onemillion)]  sold[(threebodyproblem ?y)])]
aboutfuture[(threebodyproblem)]]",[writtenby[(threebodyproblem  cixinliu)]],"all:x ((book(x) & writtenby(x, cixinliu)) :- y(morethan(y, onemillion) & sold(x,y)))
x (won(x, hugoaward) & book(x) & writtenby(x, cixinliu))
all:x ((book(x) & aboutfuture(x)) :- fowardlooking(x))
book(threebodyproblem) & y(morethan(y, onemillion) & sold(threebodyproblem,y))
aboutfuture(threebodyproblem)","writtenby(threebodyproblem, cixinliu)",-((+B0++W0)-+(+M1++S1))+(+W1++B1++W1)-((+B0++A0)-+F0)+B2(+t2)++(+M1++S1)+A2(+t2),+W2
30,"EndGame is a movie released in 2006.
EndGame was set in Washington.
EndGame was filmed outside of Washington.
Some movies are filmed in New York.
Andy Chang directed EndGame.
Andy Chang is from Hong Kong.",EndGame was filmed in New York.,U,"Movie(endGame) ∧ Released(endGame, yr2006)
SetIn(endGame, washington)
¬(FilmedIn(endGame, washington))
∃x∃y(FilmedIn(x, newYork) ∧ (¬(x=y)) ∧ FilmedIn(y, newYork))
Directed(andyChang, endGame)
From(andyChang, hongKong)","FilmedIn(endGame, newYork)",,,"movie(endgame) and released(endgame, yr2006)
setin(endgame, washington)
not (filmedin(endgame, washington))
exists xexists y(filmedin(x, newyork) and (not (x=y)) and filmedin(y, newyork))
directed(andychang, endgame)
from(andychang, hongkong)","filmedin(endgame, newyork)","movie(endgame) , released(endgame, yr2006)
setin(endgame, washington)
not(filmedin(endgame, washington))
(filmedin(x, newyork) , (not(x=y)) , filmedin(y, newyork))
directed(andychang, endgame)
from(andychang, hongkong)","filmedin(endgame, newyork)","[movie[(endgame)]  released[(endgame  yr2006)]
setin[(endgame  washington)]
~[(filmedin[(endgame  washington)])]
*x*y[(filmedin[(?x  newyork)]  [(~[(?x=y)])]  filmedin[(?y  newyork)])]
directed[(andychang  endgame)]
from[(andychang  hongkong)]]",[filmedin[(endgame  newyork)]],"movie(endgame) & released(endgame, yr2006)
setin(endgame, washington)
~(filmedin(endgame, washington))
xy(filmedin(x, newyork) & (~(x=y)) & filmedin(y, newyork))
directed(andychang, endgame)
from(andychang, hongkong)","filmedin(endgame, newyork)",+M2(+e2)++R2+S2-(+F2)++(+F1+(-(+x1))++F1)+D2+F2,+F2
91,"Virginia Lee is an Australian rower.
Virginia Lee competed in both sweep oared and sculling events.
Sydney is Virginia Lee's home city.
New South Wales was represented by Virginia Lee.",Sydney is not the home city to any rower.,F,"Australian(virginiaLee) ∧ Rower(virginiaLee)
CompetesIn(virginiaLee, sweepOaredEvents) ∧ CompetesIn(virginiaLee, scullingEvents)
City(sydney) ∧ HomeCity(sydney, virginiaLee)
Represents(virginiaLee, newSouthWales)","∀x (Rower(x) → ¬HomeCity(sydney, x))",,,"australian(virginialee) and rower(virginialee)
competesin(virginialee, sweepoaredevents) and competesin(virginialee, scullingevents)
city(sydney) and homecity(sydney, virginialee)
represents(virginialee, newsouthwales)","forall x (rower(x) implies not homecity(sydney, x))","australian(virginialee) , rower(virginialee)
competesin(virginialee, sweepoaredevents) , competesin(virginialee, scullingevents)
city(sydney) , homecity(sydney, virginialee)
represents(virginialee, newsouthwales)","forall (rower(x) -: nothomecity(sydney, x))","[australian[(virginialee)]  rower[(virginialee)]
competesin[(virginialee  sweepoaredevents)]  competesin[(virginialee  scullingevents)]
city[(sydney)]  homecity[(sydney  virginialee)]
represents[(virginialee  newsouthwales)]]",[@every *x [(rower[(?x)]  ~homecity[(sydney  x)])]],"australian(virginialee) & rower(virginialee)
competesin(virginialee, sweepoaredevents) & competesin(virginialee, scullingevents)
city(sydney) & homecity(sydney, virginialee)
represents(virginialee, newsouthwales)","all:x (rower(x) :- ~homecity(sydney, x))",+A2(+v2)++R2(+v2)+C2++C2+C2(+s2)++H2+R2,-(+R0--+H0)
9,"The taiga vole is a large vole found in northwestern North America. 
Cats like playing with all voles.
The taiga vole lives in the boreal taiga zone.
The boreal taiga zone in North America is a cold place to live in.",Taiga vole's living place is not cold.,F,"Vole(taigaVole) ∧ LiveIn(taigaVole, northAmerica)
LikePlayingWith(cat, taigaVole)
LiveIn(taigaVole, borealTaigaZone)
∀x ((LiveIn(x, northAmerica) ∧ LiveIn(x, borealTaigaZone)) → LiveIn(x, coldPlace))","¬LiveIn(taigaVole, coldPlace)",,,"vole(taigavole) and livein(taigavole, northamerica)
likeplayingwith(cat, taigavole)
livein(taigavole, borealtaigazone)
forall x ((livein(x, northamerica) and livein(x, borealtaigazone)) implies livein(x, coldplace))","not livein(taigavole, coldplace)","vole(taigavole) , livein(taigavole, northamerica)
likeplayingwith(cat, taigavole)
livein(taigavole, borealtaigazone)
forall ((livein(x, northamerica) , livein(x, borealtaigazone)) -: livein(x, coldplace))","notlivein(taigavole, coldplace)","[vole[(taigavole)]  livein[(taigavole  northamerica)]
likeplayingwith[(cat  taigavole)]
livein[(taigavole  borealtaigazone)]
@every *x [([(livein[(?x  northamerica)]  livein[(?x  borealtaigazone)])]  livein[(?x  coldplace)])]]",~[livein[(taigavole  coldplace)]],"vole(taigavole) & livein(taigavole, northamerica)
likeplayingwith(cat, taigavole)
livein(taigavole, borealtaigazone)
all:x ((livein(x, northamerica) & livein(x, borealtaigazone)) :- livein(x, coldplace))","~livein(taigavole, coldplace)",+V2(+t2)++L2+L2+L2-((+L0++L0)-+L0),-+L2
35,"An Olympian is a person who trains for an Olympic sport and goes to the Olympics.
Carlos Reyes trains for an Olympic sport.
Carlos Reyes went to the Olympics.
Carlos Reyes is a welterweight.
Heavy weights are not welterweights.",Carlos Reyes won an Olympic medal.,U,"∀x ((DoesOlympicSport(x) ∧ GoesToOlympicGames(x)) → Olympian(x))
DoesOlympicSport(carlosReyes)
GoesToOlympicGames(carlosReyes)
WelterWeight(carlosReyes)
∀x (WelterWeight(x) → ¬ HeavyWeight(x))",WonOlympicMedal(carlosReyes),,,"forall x ((doesolympicsport(x) and goestoolympicgames(x)) implies olympian(x))
doesolympicsport(carlosreyes)
goestoolympicgames(carlosreyes)
welterweight(carlosreyes)
forall x (welterweight(x) implies not  heavyweight(x))",wonolympicmedal(carlosreyes),"forall ((doesolympicsport(x) , goestoolympicgames(x)) -: olympian(x))
doesolympicsport(carlosreyes)
goestoolympicgames(carlosreyes)
welterweight(carlosreyes)
forall (welterweight(x) -: not heavyweight(x))",wonolympicmedal(carlosreyes),"[@every *x [([(doesolympicsport[(?x)]  goestoolympicgames[(?x)])]  olympian[(?x)])]
doesolympicsport[(carlosreyes)]
goestoolympicgames[(carlosreyes)]
welterweight[(carlosreyes)]
@every *x [(welterweight[(?x)]  ~ heavyweight[(?x)])]]",[wonolympicmedal[(carlosreyes)]],"all:x ((doesolympicsport(x) & goestoolympicgames(x)) :- olympian(x))
doesolympicsport(carlosreyes)
goestoolympicgames(carlosreyes)
welterweight(carlosreyes)
all:x (welterweight(x) :- ~ heavyweight(x))",wonolympicmedal(carlosreyes),-((+D0++G0)-+O0)+D2(+c2)+G2(+c2)+W2(+c2)-(+W0--+H0),+W2(+c2)
96,"Diamond Mine is a professional wrestling stable formed in WWE.
Roderick Strong leads Diamond Mine.
Diamond Mine includes the Creed Brothers and Ivy Nile.
Imperium has a feud with Diamond Mine.",Roderick Strong leads the Creed Brothers.,U,"ProfessionalWrestlingStable(diamondMine) ∧ In(diamondMine, wWE)
Leads(roderickStrong, diamondMine)
Includes(diamondMine, creedBrothers) ∧ Includes(diamondMine, ivyNile)
Feuds(imperium, diamondMine)","Leads(roderickstrong, creedbrothers)",,,"professionalwrestlingstable(diamondmine) and in(diamondmine, wwe)
leads(roderickstrong, diamondmine)
includes(diamondmine, creedbrothers) and includes(diamondmine, ivynile)
feuds(imperium, diamondmine)","leads(roderickstrong, creedbrothers)","professionalwrestlingstable(diamondmine) , in(diamondmine, wwe)
leads(roderickstrong, diamondmine)
includes(diamondmine, creedbrothers) , includes(diamondmine, ivynile)
feuds(imperium, diamondmine)","leads(roderickstrong, creedbrothers)","[professionalwrestlingstable[(diamondmine)]  in[(diamondmine  wwe)]
leads[(roderickstrong  diamondmine)]
includes[(diamondmine  creedbrothers)]  includes[(diamondmine  ivynile)]
feuds[(imperium  diamondmine)]]",[leads[(roderickstrong  creedbrothers)]],"professionalwrestlingstable(diamondmine) & in(diamondmine, wwe)
leads(roderickstrong, diamondmine)
includes(diamondmine, creedbrothers) & includes(diamondmine, ivynile)
feuds(imperium, diamondmine)","leads(roderickstrong, creedbrothers)",+P2(+d2)++I2+L2+I2++I2+F2,+L2
45,"SR 287 is in Alabama.
Alabama is in the United States.
US 31 intersects with SR 287.
CR 47 intersects with SR 287.
If place A is located in place B and place B is located in place C, then place A is located in place C.",US 31 is in Alabama.,U,"In(sR287, alabama)
In(alabama, unitedStates)
Intersect(uS31, sR287)
Intersect(cR47, sR287)
∀x ∀y ∀z ((In(x, y) ∧ In(y, z)) → In(x, z))","In(uS31, alabama)",,,"in(sr287, alabama)
in(alabama, unitedstates)
intersect(us31, sr287)
intersect(cr47, sr287)
forall x forall y forall z ((in(x, y) and in(y, z)) implies in(x, z))","in(us31, alabama)","in(sr287, alabama)
in(alabama, unitedstates)
intersect(us31, sr287)
intersect(cr47, sr287)
forall forall forall ((in(x, y) , in(y, z)) -: in(x, z))","in(us31, alabama)","[in[(sr287  alabama)]
in[(alabama  unitedstates)]
intersect[(us31  sr287)]
intersect[(cr47  sr287)]
@every *x @every *y @every *z [([(in[(?x  y)]  in[(?y  z)])]  in[(?x  z)])]]",[in[(us31  alabama)]],"in(sr287, alabama)
in(alabama, unitedstates)
intersect(us31, sr287)
intersect(cr47, sr287)
all:x all:y all:z ((in(x, y) & in(y, z)) :- in(x, z))","in(us31, alabama)",+I2+I2+I2+I2---((+I0++I0)-+I0),+I2
52,"The Lumina APV is produced by Chevrolet. 
The Astro is a van produced by Chevrolet. 
Vehicles produced by Chevrolet in this batch are either cars or vans.",The Astro is a van.,T,"ProducedBy(luminaAPV, chevrolet)
ProducedBy(astro, chevrolet) ∧ Van(astro)
∀x (Vehicle(x) ∧ ProducedBy(x, chevrolet) ∧ InThisBatch(x) → (Car(x) ⊕ Van(x)))",Van(astro),,,"producedby(luminaapv, chevrolet)
producedby(astro, chevrolet) and van(astro)
forall x (vehicle(x) and producedby(x, chevrolet) and inthisbatch(x) implies (car(x) xor van(x)))",van(astro),"producedby(luminaapv, chevrolet)
producedby(astro, chevrolet) , van(astro)
forall (vehicle(x) , producedby(x, chevrolet) , inthisbatch(x) -: (car(x) ^ van(x)))",van(astro),"[producedby[(luminaapv  chevrolet)]
producedby[(astro  chevrolet)]  van[(astro)]
@every *x [(vehicle[(?x)]  producedby[(?x  chevrolet)]  inthisbatch[(?x)]  [(car[(?x)]  van[(?x)])])]]",[van[(astro)]],"producedby(luminaapv, chevrolet)
producedby(astro, chevrolet) & van(astro)
all:x (vehicle(x) & producedby(x, chevrolet) & inthisbatch(x) :- (car(x) ^ van(x)))",van(astro),+P2+P2++V2(+a2)-(+V0++P0++I0-(+C0-+V0)),+V2(+a2)
34,"Rafa Nadal was born in Mallorca.
Rafa Nadal is a professional tennis player.
Nadal's win ratio is high.
All players in the Big 3 are professionals who have a high win ratio.",Nadal was not born in Mallorca.,F,"BornIn(rafaNadal, mallorca)
ProfessionalTennisPlayer(rafaNadal)
HighWinRatio(rafaNadal)
∀x ((ProfessionalTennisPlayer(x) ∧ InBig3(x)) → HighWinRatio(x))","¬BornIn(rafaNadal, mallorca)",,,"bornin(rafanadal, mallorca)
professionaltennisplayer(rafanadal)
highwinratio(rafanadal)
forall x ((professionaltennisplayer(x) and inbig3(x)) implies highwinratio(x))","not bornin(rafanadal, mallorca)","bornin(rafanadal, mallorca)
professionaltennisplayer(rafanadal)
highwinratio(rafanadal)
forall ((professionaltennisplayer(x) , inbig3(x)) -: highwinratio(x))","notbornin(rafanadal, mallorca)","[bornin[(rafanadal  mallorca)]
professionaltennisplayer[(rafanadal)]
highwinratio[(rafanadal)]
@every *x [([(professionaltennisplayer[(?x)]  inbig3[(?x)])]  highwinratio[(?x)])]]",~[bornin[(rafanadal  mallorca)]],"bornin(rafanadal, mallorca)
professionaltennisplayer(rafanadal)
highwinratio(rafanadal)
all:x ((professionaltennisplayer(x) & inbig3(x)) :- highwinratio(x))","~bornin(rafanadal, mallorca)",+B2+P2(+r2)+H2(+r2)-((+P0++I0)-+H0),-+B2
61,"No coffee sold in Walmart is from France. 
All coffee favored by local residents is from Columbia. 
All coffee with high prices is favored by Jack. 
Civet Coffee is coffee that's not from Columbia.
Jamaica Blue is expensive coffee.
Expensive coffee has a high price.",Jamaica Blue is from Columbia.,T,"∀x ((Coffee(x) ∧ SoldIn(x, walmart)) → ¬From(x, france))
∀x ((Coffee(x) ∧ FavoredBy(x, localResidents)) → From(x, colombia))
∀x ((Coffee(x) ∧ HighPrice(x)) → FavoredByLocalResidents(x))
Coffee(civetCoffee) ∧ ¬From(colombia)
Expensive(jamaicaBlue) ∧ Coffee(jamaicaBlue)
∀x ((Expensive(x) ∧ Coffee(x)) → HighPrice(x))","From(jamaicaBlue, colombia)",,,"forall x ((coffee(x) and soldin(x, walmart)) implies not from(x, france))
forall x ((coffee(x) and favoredby(x, localresidents)) implies from(x, colombia))
forall x ((coffee(x) and highprice(x)) implies favoredbylocalresidents(x))
coffee(civetcoffee) and not from(colombia)
expensive(jamaicablue) and coffee(jamaicablue)
forall x ((expensive(x) and coffee(x)) implies highprice(x))","from(jamaicablue, colombia)","forall ((coffee(x) , soldin(x, walmart)) -: notfrom(x, france))
forall ((coffee(x) , favoredby(x, localresidents)) -: from(x, colombia))
forall ((coffee(x) , highprice(x)) -: favoredbylocalresidents(x))
coffee(civetcoffee) , notfrom(colombia)
expensive(jamaicablue) , coffee(jamaicablue)
forall ((expensive(x) , coffee(x)) -: highprice(x))","from(jamaicablue, colombia)","[@every *x [([(coffee[(?x)]  soldin[(?x  walmart)])]  ~from[(?x  france)])]
@every *x [([(coffee[(?x)]  favoredby[(?x  localresidents)])]  from[(?x  colombia)])]
@every *x [([(coffee[(?x)]  highprice[(?x)])]  favoredbylocalresidents[(?x)])]
coffee[(civetcoffee)]  ~from[(colombia)]
expensive[(jamaicablue)]  coffee[(jamaicablue)]
@every *x [([(expensive[(?x)]  coffee[(?x)])]  highprice[(?x)])]]",[from[(jamaicablue  colombia)]],"all:x ((coffee(x) & soldin(x, walmart)) :- ~from(x, france))
all:x ((coffee(x) & favoredby(x, localresidents)) :- from(x, colombia))
all:x ((coffee(x) & highprice(x)) :- favoredbylocalresidents(x))
coffee(civetcoffee) & ~from(colombia)
expensive(jamaicablue) & coffee(jamaicablue)
all:x ((expensive(x) & coffee(x)) :- highprice(x))","from(jamaicablue, colombia)",-((+C0++S0)--+F0)-((+C0++F0)-+F0)-((+C0++H0)-+F0)+C2(+c2)+-+F2(+c2)+E2(+j2)++C2(+j2)-((+E0++C0)-+H0),+F2
42,"James Cocks was a British lawyer.
James Cocks was a Whig politician who sat in the House of Commons.
A British is a European.
Any lawyer is familiar with laws.
Some Whigs speak French.",James Cocks speaks French.,U,"British(james) ∧ Lawyer(james)
Whig(james) ∧ Politician(james) ∧ SatInHouseOfCommons(james)
∀x (British(x) → European(x))
∀x (Lawyer(x) → FamiliarWithLaws(x))
∃x ∃y (Whig(x) ∧ SpeakFrench(x)) ∧ (¬(x=y)) ∧ (Whig(y) ∧ SpeakFrench(y))",SpeakFrench(james),,,"british(james) and lawyer(james)
whig(james) and politician(james) and satinhouseofcommons(james)
forall x (british(x) implies european(x))
forall x (lawyer(x) implies familiarwithlaws(x))
exists x exists y (whig(x) and speakfrench(x)) and (not (x=y)) and (whig(y) and speakfrench(y))",speakfrench(james),"british(james) , lawyer(james)
whig(james) , politician(james) , satinhouseofcommons(james)
forall (british(x) -: european(x))
forall (lawyer(x) -: familiarwithlaws(x))
  (whig(x) , speakfrench(x)) , (not(x=y)) , (whig(y) , speakfrench(y))",speakfrench(james),"[british[(james)]  lawyer[(james)]
whig[(james)]  politician[(james)]  satinhouseofcommons[(james)]
@every *x [(british[(?x)]  european[(?x)])]
@every *x [(lawyer[(?x)]  familiarwithlaws[(?x)])]
*x *y [(whig[(?x)]  speakfrench[(?x)])]  [(~[(?x=y)])]  [(whig[(?y)]  speakfrench[(?y)])]]",[speakfrench[(james)]],"british(james) & lawyer(james)
whig(james) & politician(james) & satinhouseofcommons(james)
all:x (british(x) :- european(x))
all:x (lawyer(x) :- familiarwithlaws(x))
x y (whig(x) & speakfrench(x)) & (~(x=y)) & (whig(y) & speakfrench(y))",speakfrench(james),+B2(+j2)++L2(+j2)+W2(+j2)++P2(+j2)++S2(+j2)-(+B0-+E0)-(+L0-+F0)++(+W1++S1)+(-(+x1))+(+W1++S1),+S2(+j2)
74,"Camp Davern is a traditional summer camp for boys and girls.
Camp Davern was established in the year 1946.
Camp Davern was operated by the YMCA until the year 2015.
Camp Davern is an old summer camp.",Camp Davern was established in 1989.,U,"TraditionalSummerCamp(campDavern) ∧ ForBoysAndGirls(campDavern)
EstablishedIn(campDavern, year1946)
OperatedUntil(yMCA, campDavern, year2015)
Old(campDavern)","EstablishedIn(campdavern, year1989)",,,"traditionalsummercamp(campdavern) and forboysandgirls(campdavern)
establishedin(campdavern, year1946)
operateduntil(ymca, campdavern, year2015)
old(campdavern)","establishedin(campdavern, year1989)","traditionalsummercamp(campdavern) , forboysandgirls(campdavern)
establishedin(campdavern, year1946)
operateduntil(ymca, campdavern, year2015)
old(campdavern)","establishedin(campdavern, year1989)","[traditionalsummercamp[(campdavern)]  forboysandgirls[(campdavern)]
establishedin[(campdavern  year1946)]
operateduntil[(ymca  campdavern  year2015)]
old[(campdavern)]]",[establishedin[(campdavern  year1989)]],"traditionalsummercamp(campdavern) & forboysandgirls(campdavern)
establishedin(campdavern, year1946)
operateduntil(ymca, campdavern, year2015)
old(campdavern)","establishedin(campdavern, year1989)",+T2(+c2)++F2(+c2)+E2+O2+O2(+c2),+E2
